track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,favorite
5y1jgbDNgTfxoWXv3FhH2Q,4165,6077,1577,1811,241533,58,0.474,0.0122,0.351,7.35e-06,0.112,-7.533,0.0292,139.827,3,0
4A0LV6W7IUKPP2pyAZ356E,2738,6338,2751,1896,245195,61,0.461,0.00187,0.892,1.34e-06,0.0942,-4.807,0.0901,137.35,4,0
4bnnP9Z5d7MWCY930hRcGK,2555,4380,978,1894,198080,0,0.495,0.000735,0.747,0.000356,0.192,-5.302,0.0328,130.04,4,0
45HAjqRWiNv6mMPw4NvZrU,1388,1307,1390,1894,193714,63,0.447,0.00257,0.788,1.68e-05,0.0744,-4.994,0.0464,80.04,4,0
0gnS1k4dyGPuD3TtHFaCD8,4879,6686,3947,1736,235146,43,0.363,0.0185,0.889,0.000661,0.391,-6.722,0.172,108.279,4,0
12pdXFcruNcPUbZypKUDgz,4274,3283,805,1851,214360,62,0.567,0.00462,0.863,4.77e-05,0.207,-5.158,0.037,106.03,4,0
5aWhs651KYM26HYM16kRdk,7305,7145,3667,1897,250093,65,0.606,0.0737,0.942,2.23e-06,0.0709,-2.598,0.115,106.02,4,0
5UMD1Iz7yyVK8Q5FLsVt3q,8033,6931,3762,1891,188227,0,0.492,0.000119,0.761,0.0,0.0934,-7.041,0.0363,139.98,4,0
1NtIMM4N0cFa1dNzN15chl,772,1930,1631,1876,204346,1,0.772,0.0512,0.78,0.0,0.119,-4.288,0.108,124.988,4,0
1Q3t9fWvHUXKsMmpD2XpUu,1367,5989,620,1725,214386,70,0.549,0.0178,0.789,6.7e-05,0.059,-6.071,0.0313,136.125,4,0
6rAXHPd18PZ6W8m9EectzH,6505,1031,2750,1894,214706,63,0.667,0.00238,0.776,4.52e-05,0.134,-4.535,0.0281,128.005,4,0
6IY3cC281mz9q0bViUEldz,3616,1336,1900,1882,183524,59,0.673,0.088,0.716,0.00256,0.209,-4.982,0.0291,97.925,4,0
6acDlNeA06MCVCzsTVGr9V,1363,894,2539,1843,255160,59,0.743,0.0998,0.659,0.00028,0.0622,-6.755,0.0343,114.033,4,0
5cm47Nc1MWBVIkRFaXxvHY,5788,6870,2041,1800,234080,59,0.448,0.0867,0.815,0.686,0.316,-5.951,0.0361,124.808,4,0
3xXBsjrbG1xQIm1xv1cKOt,5088,4307,2223,1867,255066,72,0.593,0.904,0.2,0.0,0.0897,-11.063,0.0311,83.966,4,0
7bEDDsy2LFC0KSqhZp5nPE,6824,6434,899,1786,205173,62,0.515,0.00794,0.821,0.0,0.0787,-2.333,0.0309,86.995,4,0
06r4cRb2dnmCSyZ5MgEUGY,5883,6337,320,1805,300361,44,0.457,0.131,0.425,2.6e-05,0.0917,-8.807,0.0304,130.002,4,0
7lgvGRC1gN0JGgY9VGXsQT,7812,5137,1037,1901,209142,70,0.739,0.0431,0.754,0.0,0.0999,-5.034,0.035,150.017,4,0
4vSGt6RC1GcfA07OGE3rcs,8108,6996,949,1912,204625,29,0.51,0.00707,0.894,6.06e-05,0.092,-4.265,0.0559,174.038,4,0
19cVww3dRYFzVvslJu2NtL,2648,3055,1810,1804,169573,42,0.453,5.61e-06,0.892,0.00132,0.35,-5.033,0.0381,86.01,4,0
7F0wm6AJKih5JU0fjEbzkr,416,324,3898,1913,261733,0,0.582,0.0304,0.807,5.04e-05,0.299,-7.777,0.0554,129.993,4,0
5cRPdqpWkaNmIbPi6wJDg2,942,1385,2858,1867,227847,66,0.525,0.0571,0.85,0.0,0.0555,-5.469,0.0678,134.115,4,0
2jz1bw1p0WQj0PDnVDP0uY,2361,4413,3983,1905,195893,56,0.53,0.02,0.867,0.000248,0.737,-4.989,0.0504,175.981,4,0
7i9763l5SSfOnqZ35VOcfy,3023,905,3882,1668,234813,71,0.613,0.00397,0.873,0.00111,0.367,-6.376,0.0449,129.989,4,0
12C6ufD5zOWsQGHQY7aXRM,7414,7142,3117,1872,228720,61,0.294,4.11e-05,0.92,0.000232,0.0804,-2.471,0.0635,184.007,4,0
2le5xHvcWF8PDp608d4L8D,3167,6449,3318,1701,187626,60,0.331,6.86e-05,0.75,1.21e-06,0.0945,-5.202,0.0436,185.97,4,0
1wLQwg0mloy3yXjL0jPE0N,5934,1324,1307,1896,323373,62,0.365,3.31e-05,0.892,0.0948,0.751,-8.036,0.0786,136.133,4,0
1dfHpGeaXunLRNvzSZOZtc,6252,1861,2445,1850,182893,54,0.468,4.99e-06,0.977,0.0213,0.0543,-4.198,0.0645,134.996,4,0
57ala3dITsOzu59EfKMTlA,3033,6137,373,1831,168852,40,0.53,0.231,0.864,0.0,0.258,-5.475,0.0498,93.951,4,0
7JhTr0G0gr3ESY3B9uqPi4,1829,1614,2622,1866,228140,0,0.325,0.08,0.418,0.000335,0.158,-6.052,0.0582,190.738,3,0
3FQCJI2t5LTbsRPfYVBSVB,708,4307,2223,1867,216281,64,0.653,0.0369,0.839,0.0,0.068,-5.077,0.0685,149.034,4,0
4hg8D0wW7CXEUsc0fl9vnN,951,930,2335,1843,231593,41,0.574,0.0211,0.746,0.000136,0.108,-4.782,0.0302,133.032,4,0
2ZYBwkmtYhgUj1A7teYAZ7,6743,2114,1902,1842,222256,63,0.452,0.222,0.58,3.23e-05,0.101,-8.613,0.0462,164.162,4,0
1qwno7xb5mJe71xtMS6jl2,3067,1914,1929,1851,231600,70,0.606,0.0301,0.62,0.0916,0.167,-5.005,0.0298,88.984,4,0
5Ih40KFkj3cSzxgisQxBvX,2498,419,2187,1900,251631,58,0.489,0.00746,0.835,0.0,0.146,-4.448,0.0332,145.885,4,0
7iQmD0bfguAQOpU1V3Bp8w,3117,7086,2739,1915,234880,41,0.429,4.51e-06,0.974,0.563,0.577,-4.04,0.0419,137.01,4,0
6UIo6YbaXihIZ72MWUpcGb,3736,2676,2409,1900,239240,60,0.635,0.0023,0.688,1.07e-05,0.507,-6.136,0.0346,107.989,4,0
5jsDxDkJ1PqyYUWhDMr86B,6495,2840,3468,1877,256533,63,0.481,0.00264,0.945,0.0,0.135,-5.468,0.0813,157.059,4,0
09oCOptpWAPyV0gqxBUCJr,1248,1196,1248,1875,192560,0,0.305,0.000964,0.899,4.31e-05,0.369,-4.127,0.257,187.933,4,0
7ASF3rcQSjd8bK9jmSTC2d,4334,3835,1324,1828,194973,47,0.156,9.78e-05,0.849,0.554,0.0793,-5.5,0.0664,186.164,3,0
6c9xVWbPeVPgrmWTYYeMTr,383,3409,1607,1804,221000,60,0.539,0.00324,0.746,5.08e-06,0.085,-5.242,0.036,118.994,4,0
0tZ3mElWcr74OOhKEiNz1x,1046,1928,3029,539,229466,74,0.412,0.0124,0.919,0.0601,0.424,-7.291,0.184,166.367,4,0
6ooluO7DiEhI1zmK94nRCM,7051,2166,1333,920,237026,59,0.278,0.000423,0.676,0.000899,0.136,-8.821,0.0371,104.545,4,0
0tyR7Bu9P086aWBFZ4QJoo,4633,6925,170,2302,174067,78,0.369,0.0493,0.845,0.0,0.416,-3.449,0.0611,78.532,4,0
5qxChyzKLEyoPJ5qGrdurN,4902,3389,390,257,246933,67,0.712,0.122,0.691,0.0,0.0538,-8.157,0.128,97.022,4,0
7GonnnalI2s19OCQO1J7Tf,3786,1727,2632,294,282653,76,0.359,0.00125,0.981,0.00236,0.284,-3.622,0.303,178.98,4,0
0f37VQs969vZUL4gVfHRV9,711,1594,2024,655,265840,66,0.551,0.00172,0.939,0.000239,0.109,-5.371,0.171,90.592,4,0
1yKu2MhpwzDXXH2tzG6xoa,804,3668,3983,985,196093,71,0.693,0.0932,0.823,0.0,0.328,-3.761,0.0726,87.904,4,0
1mvyqSb1tOvtVP1qfWEyPa,52,7140,2919,1196,193120,64,0.607,0.0588,0.835,4.71e-05,0.195,-5.427,0.0415,144.087,4,0
44JEbGi3NxptsEuxDNGiAR,110,1883,2998,1075,214066,54,0.443,0.0711,0.988,0.022,0.384,-3.878,0.104,131.326,4,0
45Ia1U4KtIjAPPU7Wv1Sea,508,397,2161,409,211933,74,0.619,0.00165,0.67,0.0109,0.331,-10.322,0.0353,129.269,4,0
2aoo2jlRnM3A0NyLQqMN2f,318,1826,1805,65,240800,78,0.438,0.00255,0.805,5.69e-05,0.0842,-6.237,0.0624,113.253,4,0
2b9lp5A6CqSzwOrBfAFhof,1524,877,2831,194,296200,30,0.453,0.36,0.905,0.000569,0.26,-4.001,0.115,137.571,4,0
5xLyTbCFONUGUuG0LtUxjn,2694,2314,2632,258,270426,71,0.6,0.0296,0.931,7.1e-05,0.392,-4.647,0.0734,140.123,4,0
2mDYYGaGd9uXKkK2YhDA3i,1027,6264,3730,2307,235946,65,0.628,0.00602,0.571,9.21e-05,0.0833,-3.897,0.0628,119.899,4,0
1bWEngw5tAF7vWByrf5Oy5,8465,7268,2348,2319,205015,20,0.52,0.000193,0.856,0.0,0.157,-4.228,0.0806,160.083,4,0
3uPfVXcjnpOjyzI3jb3js4,2466,2100,3490,595,244640,65,0.835,0.0202,0.648,0.225,0.308,-8.15,0.0488,99.701,4,0
5kr3j5Clb9rjEposoMyLVt,8130,1709,1474,450,224133,68,0.37,0.000241,0.96,0.0116,0.0563,-4.162,0.0378,89.428,4,0
4bPQs0PHn4xbipzdPfn6du,3382,132,2855,1009,186634,75,0.569,0.0807,0.83,0.0,0.114,-4.106,0.14,170.094,4,0
28hMB9JpcvpiBYUJhLZvA9,2415,5912,4113,774,171533,0,0.579,0.000715,0.928,0.0,0.18,-4.344,0.0411,95.594,4,0
305WCRhhS10XUcH6AEwZk6,507,2265,1797,907,213800,75,0.613,0.00148,0.953,0.000582,0.152,-3.435,0.0855,105.046,4,0
72aCha2Meq7txnk451hz7k,3028,5439,497,967,220173,53,0.466,0.00015,0.954,0.00343,0.387,-3.633,0.132,170.058,4,0
1Z5LCXu5Ca3sHAy6OdUrBT,4365,5476,598,492,256333,0,0.137,2.84e-05,0.916,0.00403,0.127,-4.429,0.101,178.065,3,0
7GptbanebPZYkLPvjNfd6m,1036,7006,3983,465,159586,0,0.535,0.00611,0.931,7.26e-05,0.0887,-4.012,0.0451,120.958,4,0
5YBVDvTSSSiqv7KZDeUlXA,5765,4949,3029,773,274160,66,0.651,0.00184,0.908,0.000579,0.384,-4.019,0.0577,123.851,4,0
1TDk2Jmi4dVZhm2dum3Jim,1362,457,308,864,222026,66,0.452,0.000519,0.873,0.0,0.0592,-4.867,0.0613,80.473,4,0
0d28khcov6AiegSCpG5TuT,2345,1581,1464,986,222640,82,0.818,0.00836,0.705,0.00233,0.613,-6.679,0.177,138.559,4,0
4iG2gAwKXsOcijVaVXzRPW,7558,4349,2334,1136,261000,72,0.438,8.74e-05,0.94,0.0777,0.3,-3.249,0.0452,100.99,3,0
33ytgjBqchYHhhRfKWMCvH,2368,7078,3748,794,110093,0,0.235,0.676,0.977,0.000249,0.8,-1.606,0.141,91.929,4,0
4qMzPtAZe0C9KWpWIzvZAP,1043,3744,3721,526,258466,0,0.404,5.59e-05,0.72,0.836,0.0466,-9.18,0.0623,121.864,4,0
0Puj4YlTm6xNzDDADXHMI9,5973,2980,390,467,178440,72,0.324,0.032,0.938,0.0321,0.0961,-7.332,0.102,168.131,4,0
1jMaB19DiVR8OihLSuYFOt,6554,5835,3413,456,246920,68,0.457,2.17e-05,0.902,0.196,0.258,-5.624,0.0313,92.711,4,0
2mPMFJvQ0v27gVqe5b6nDn,2953,7007,3983,789,186533,66,0.578,0.000121,0.882,0.479,0.284,-6.354,0.044,125.603,4,0
25YlltWXRb9k7KbrEBRuhJ,4188,3,3611,2158,177768,64,0.606,0.0151,0.679,0.000433,0.0962,-7.445,0.0321,122.016,4,0
42et6fnHCw1HIPSrdPprMl,6115,6431,3761,579,268360,75,0.64,0.00832,0.864,0.0,0.123,-6.576,0.0314,102.026,4,0
5eek2X5459T1HoYJk2CKXv,3965,3043,2858,745,199893,1,0.581,0.000504,0.887,0.00111,0.268,-3.659,0.0624,90.578,4,0
1qfYG2JrchEyJiqKnkE7YQ,8161,6525,3883,1271,189693,17,0.55,0.000665,0.753,7.74e-06,0.0921,-4.003,0.0407,139.048,4,0
6A5M31nKvt6GYaGL7XpX2w,4591,1418,52,1024,206586,1,0.308,0.00022,0.873,0.000729,0.0974,-4.542,0.0533,143.519,4,0
6FBmHx1FuaSnTnnnaThgbF,1556,4774,3000,528,287400,67,0.441,0.000183,0.908,0.00328,0.0612,-4.627,0.115,145.439,4,0
5NLuC70kZQv8q34QyQa1DP,2380,3389,390,257,208653,70,0.503,0.00757,0.858,0.00234,0.0803,-6.296,0.0657,133.615,5,0
4o42t3TaRGPdLvVpoKoj4x,7331,6278,2973,1784,212091,45,0.663,0.00548,0.962,0.0177,0.0743,-5.863,0.0621,136.026,4,0
0PdM2a6oIjqepoEfcJo0RO,5503,2847,992,266,267306,73,0.267,0.00211,0.953,0.0,0.283,-4.899,0.096,84.989,4,0
3aFSo24NwIQHeO3aJdyJb9,2775,4034,2053,1092,165946,0,0.451,0.000652,0.852,3.22e-06,0.251,-3.409,0.0418,141.935,4,0
0a7BloCiNzLDD9qSQHh5m7,1617,2204,1248,984,180266,75,0.622,0.00523,0.961,0.0,0.0854,-3.198,0.154,114.452,4,0
2wRXbDpe0Uv0ebgsCSkXHO,6068,365,3928,1197,208240,0,0.272,0.00166,0.814,0.0694,0.481,-6.645,0.0433,134.767,4,0
3ZClafX6fRAkQjo8Pldq37,8047,2651,1122,1189,135853,0,0.637,0.263,0.945,0.14,0.093,-3.955,0.0463,158.314,4,0
0uppYCG86ajpV2hSR3dJJ0,2701,888,3068,362,282906,73,0.666,0.00244,0.936,0.086,0.153,-9.919,0.0476,91.577,4,0
1E1uGhNdBe6Dddbgs2KqtZ,3700,6552,3882,2027,238560,70,0.62,0.00849,0.61,0.162,0.205,-8.329,0.0373,127.052,4,0
6QewNVIDKdSl8Y3ycuHIei,2183,5998,2894,359,292580,75,0.394,0.00178,0.944,4.54e-06,0.298,-6.506,0.0761,105.338,4,0
2x8evxqUlF0eRabbW2JBJd,2461,2020,268,1093,183893,76,0.654,0.00146,0.828,0.000144,0.122,-5.377,0.0281,112.056,4,0
5dKBaysNJtfpyNTRa5lqDb,222,6696,3921,1143,137760,34,0.551,0.0102,0.821,0.0438,0.153,-4.489,0.0539,174.923,4,0
41yIvlFgvGwxq8qTqAR7eG,891,7148,3700,1465,210080,74,0.592,0.882,0.416,0.000586,0.112,-9.794,0.0246,96.002,4,0
5dH4xnErpUOIDrGySWGkfJ,6594,5677,3161,2118,218004,54,0.255,0.63,0.625,0.000211,0.0976,-8.31,0.0323,84.611,4,0
6xUhre6N6NhELpQaTBo3rP,889,5685,3438,1102,313800,0,0.699,0.354,0.463,0.00306,0.073,-7.212,0.0432,139.952,4,0
0v55XuHDYNj4ELPzpRnNo0,2262,1986,1644,2365,315491,56,0.468,0.29,0.362,0.00529,0.128,-10.704,0.0262,140.031,3,0
3XujDGA7LqWSHNQ0PaE7X0,4319,6674,2844,2386,229466,55,0.486,0.667,0.374,1.16e-06,0.116,-9.205,0.0294,88.17,4,0
1sfdLryuujVNx5v3SqDIh8,1662,1476,1459,1775,299386,0,0.349,0.164,0.337,0.000279,0.12,-8.982,0.0293,80.285,4,0
6CDzDgIUqeDY5g8ujExx2f,3010,2668,1444,2349,238805,82,0.761,0.44,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,4,0
3pJQY7UuX0DcE8pgLZhCjf,3547,3042,3499,1529,231721,54,0.585,0.000686,0.556,0.000132,0.151,-5.075,0.0274,142.144,4,0
3WLwkFXJpZ1VpDxAh0DXzz,6209,23,3658,1786,183760,53,0.435,0.0132,0.591,0.0,0.101,-6.973,0.057,129.93,4,0
20wnO4hGXbWvIPDEmED8gM,6522,128,433,2377,235946,64,0.457,0.206,0.559,0.0,0.193,-5.17,0.027,156.907,3,0
4Pg6x9W2ziSJh5iym9XRTB,1114,2844,3231,2192,201106,55,0.505,0.177,0.599,0.0,0.078,-4.724,0.0376,86.084,4,0
7n3u7RrzdXGVcclBEp9aSa,5295,4464,737,2362,253120,65,0.597,0.28,0.646,0.0,0.111,-7.378,0.0344,126.951,4,0
4sG6J4S2FCuMr3oooYAwFS,541,432,2384,1904,202694,0,0.721,0.256,0.583,0.00533,0.11,-7.631,0.111,106.078,4,0
6o4lFpp8OAFhBqGQbWyAob,2922,7197,90,1365,321453,51,0.572,0.284,0.535,0.0587,0.128,-8.919,0.0284,134.962,4,0
2HQY0sXTrBJCuxqJxbeMWB,1277,2944,2590,1607,159711,55,0.372,0.896,0.247,0.00162,0.082,-12.633,0.0336,181.763,4,0
2ZtkaadDGzsD1Mpd9TZ6DB,727,6918,215,1754,235174,44,0.585,0.896,0.442,0.00613,0.0907,-10.478,0.0294,142.881,4,0
0xORFaXxl07BtES8IAJ7OD,8440,7239,616,2253,235266,59,0.528,0.0029,0.619,0.0,0.291,-6.959,0.0282,102.951,4,0
1xJ8RjDucztPOKB0ek95tf,3133,6031,3928,1555,237560,55,0.578,0.00849,0.37,0.00937,0.131,-13.379,0.0506,96.243,4,0
0Cgd3CK6D2hhbwmLRvtscH,4399,1883,2998,1075,290493,57,0.704,0.355,0.811,0.000189,0.13,-5.308,0.0277,91.97,4,0
2nO1DYEg1X5GHi8SSuNJQj,8011,3733,2041,1509,210133,64,0.488,0.0263,0.624,0.00223,0.122,-8.357,0.0329,116.723,4,0
0Qw7qGuXlVBZLcfoQ17yZn,5041,1909,408,1319,328506,0,0.419,0.458,0.358,0.0479,0.168,-10.749,0.033,128.764,4,0
1NeLwFETswx8Fzxl2AFl91,6424,1638,908,783,232666,75,0.875,0.44,0.475,0.72,0.046,-12.673,0.0986,99.958,4,0
4677jRCDMa05jcA94EQ0hG,6046,5207,4131,2326,173175,61,0.518,0.0328,0.777,0.0,0.282,-6.958,0.0325,171.925,4,0
2pFPvMME9cynR1dokBTHJJ,7467,4006,1644,2138,453600,46,0.336,0.0321,0.917,0.548,0.097,-7.041,0.0784,180.025,4,0
7BVwi9cIzSc6tpyxsp47vJ,4517,1731,3925,1595,223640,65,0.595,0.047,0.723,0.0286,0.0995,-8.256,0.0349,108.043,1,0
01OOLvNYxeSttThtUj8Mor,3696,3341,812,2257,205413,49,0.558,0.706,0.558,6.83e-05,0.27,-10.455,0.0367,139.914,3,0
7J4inwHlV4Bf0qhe9xGGpS,7424,7048,772,2113,243532,0,0.474,0.00235,0.538,0.0132,0.0508,-8.405,0.0287,125.964,4,0
1wnFpv1gSsFZeuNlHOX1ch,3376,841,209,1498,331106,0,0.332,0.551,0.512,0.564,0.0917,-8.636,0.0358,155.885,4,0
5ocjpwbvnbO2pnAvEa0b2u,7434,6393,1020,2208,191960,43,0.571,0.454,0.556,0.0809,0.107,-8.413,0.033,85.009,4,0
4lRuRtvftdSSUA7hLP7zAr,3262,4571,181,1601,274226,53,0.28,0.877,0.317,0.00714,0.108,-12.433,0.0468,186.644,3,0
1W2TYUenzUdOOuATtQIWS2,5277,1031,2750,1894,235880,57,0.522,0.0021,0.559,1.11e-06,0.219,-5.151,0.0406,153.806,4,0
23X4RjHORKVk75NBCjIusY,821,1723,220,1281,239120,0,0.762,0.241,0.383,0.00676,0.126,-8.699,0.0277,109.939,4,0
0DWEV5NfYKtp0WCUWCGShs,42,36,3284,1915,292373,0,0.58,0.0616,0.353,4.3e-05,0.128,-9.295,0.0265,141.987,4,0
0pdKRp2sUthTPe7RLWpPqQ,8411,7223,4128,1975,218883,76,0.713,0.841,0.452,0.0038,0.105,-9.638,0.0295,102.963,4,0
0OFIdIaICFAKK6nLM19IvJ,4202,3521,79,2053,244000,0,0.613,0.242,0.488,0.000287,0.0944,-5.918,0.0253,90.043,3,0
1oSuscBj84xVHVhFZOnMXF,2810,2414,1444,1530,289306,30,0.491,0.743,0.374,2.16e-05,0.0864,-13.435,0.0409,183.118,4,0
4IAdkeIxiUkTE5a1N1BSHT,4430,841,209,1498,286066,0,0.637,0.183,0.749,0.0883,0.153,-5.659,0.031,99.973,4,0
4fbvXwMTXPWaFyaMWUm9CR,3114,917,521,1351,336613,69,0.375,0.943,0.304,0.303,0.126,-14.52,0.0302,147.989,4,0
4NEAoEh4hZF1Tgp1QXrUHC,2987,1384,949,1936,207200,49,0.568,0.21,0.302,0.0,0.104,-7.817,0.0281,83.413,1,0
3jwirfTEc9KfcfWuuzOBVl,1112,4103,4073,2027,237746,0,0.75,0.202,0.365,0.0082,0.122,-6.741,0.0372,89.981,4,0
25DpvTS4zsmLiVLx8Zv3N0,1987,5515,1631,1599,258000,56,0.346,0.674,0.509,7.97e-05,0.0685,-7.693,0.0514,143.437,4,0
1TlB3z3e5D8OaqYXQAVIcj,6222,1882,684,1318,262213,0,0.424,0.000323,0.671,0.217,0.148,-7.146,0.0299,94.465,4,0
6mtTiVREzK3kV0E65MXCZo,1136,1134,1865,2374,190728,47,0.396,0.00588,0.682,0.127,0.12,-10.828,0.0356,150.932,4,0
7JIuqL4ZqkpfGKQhYlrirs,7325,980,2860,1245,267653,71,0.452,0.144,0.563,0.0,0.143,-6.607,0.0272,137.715,3,0
1vrXl5UJBWRJJxjCyCRPMv,4012,3343,675,2010,260146,0,0.641,0.213,0.445,0.0,0.143,-6.721,0.0286,117.99,4,0
4JtUz0ZcInSokkKBalijhd,3727,3193,2751,1905,224343,50,0.456,0.0898,0.579,2.48e-06,0.0992,-5.665,0.0311,147.28,4,0
6Dtu8QgsjaXLWKtK3ETpa9,6841,5853,1889,1916,183866,0,0.456,0.00207,0.687,0.0,0.0875,-6.508,0.0354,168.129,4,0
0P2xmlbhOoQd5LOztoe0yF,7646,6341,3734,1451,279693,6,0.406,0.0572,0.593,0.000435,0.11,-5.466,0.0291,135.798,4,0
6Fha6tXHkL3r9m9nNqQG8p,2627,1731,3925,1595,230506,64,0.388,0.312,0.66,0.000307,0.0943,-7.372,0.0308,143.554,4,0
142I4efbM50oAjnSQaEUcG,1763,841,209,1498,229200,0,0.643,0.0992,0.906,0.000884,0.181,-6.246,0.0539,134.988,4,0
0sSoNYwZLoE4gLAKIG4uYL,294,232,2232,2319,188678,58,0.796,0.132,0.582,0.0,0.093,-3.319,0.146,139.997,4,0
3ZM7EQicqJZinzks0T4Zrq,8469,7270,4145,2485,218775,60,0.636,0.0342,0.845,1.8e-06,0.174,-6.432,0.0504,146.956,4,0
6zvpLxTrTKDzdeQ9OLshpQ,4040,3361,2514,2393,176462,54,0.472,0.0565,0.906,3.59e-05,0.0901,-3.12,0.0567,128.941,4,0
6Fqf0OTfB9VPfYk2HfBhPn,2535,1156,568,2045,251906,68,0.452,0.391,0.79,0.0,0.303,-5.01,0.0534,143.861,4,0
7FX3ZWE70VRjsprg5oeECc,7071,5922,616,1759,187813,59,0.598,0.0106,0.914,1.22e-06,0.369,-3.752,0.0878,103.972,4,0
2cs6ASglDOWlPnlWbfaBZf,1104,1117,4132,2348,163682,56,0.534,0.00337,0.762,0.0,0.391,-5.928,0.0406,145.132,4,0
4GZ3YCkuH0VvTluVLwUp4g,3292,290,1278,2195,207925,65,0.705,0.04,0.918,9.3e-05,0.0803,-2.77,0.0684,92.511,4,0
28C4nmrd7BTu0XbOmaTHZr,2849,2343,3751,1657,209557,67,0.515,0.00257,0.869,2.01e-06,0.21,-4.732,0.0672,93.24,4,0
3fsaxdtRDMEvZu1XC3FN2i,3789,7056,3604,2076,282205,1,0.327,0.0613,0.442,0.0317,0.113,-9.992,0.0418,162.769,4,0
5Bgcj6beEiO5VYhna8774M,3352,2927,683,2461,187522,56,0.501,0.069,0.899,0.00058,0.277,-5.721,0.0613,160.037,4,0
1EXhThDOXJTtKRmYZ286PW,2929,2560,1700,2461,170733,59,0.396,0.0184,0.77,0.0,0.12,-4.728,0.06,177.542,4,0
5iXWtj4lGn4P8gfabLmHLZ,691,605,4162,2524,215149,41,0.639,0.0015,0.694,0.00602,0.0587,-8.667,0.0421,128.033,4,0
4l5nn3zlcrKSB1eyfuWHhu,4224,3537,2958,2493,309985,67,0.568,0.0105,0.564,0.000127,0.0766,-8.231,0.0273,115.059,4,0
57RA3JGafJm5zRtKJiKPIm,506,4186,3969,2104,178000,84,0.682,0.156,0.683,2.32e-05,0.273,-6.444,0.0287,120.023,4,0
0GO8y8jQk1PkHzS31d699N,7592,4091,1487,1366,218013,82,0.56,0.00847,0.936,0.0,0.161,-5.835,0.0439,112.96,4,0
60iDIlOnohKwxEKW8yGdXg,887,887,2021,2377,187240,52,0.736,0.245,0.679,0.0,0.0736,-5.483,0.0505,104.042,4,0
2jE3wqMD0Btzsf3cxr0FhO,7985,6864,1516,1754,184435,0,0.485,0.00153,0.877,9.88e-05,0.169,-5.238,0.0537,150.026,4,0
6tnedmxMVEHzPJfWucWzHo,5059,4281,2218,2310,216636,59,0.705,0.00149,0.692,0.000193,0.137,-7.271,0.0303,125.933,4,0
2FhJvFKyZng57iVQmFayVw,1640,7331,3605,2184,182840,62,0.567,0.00239,0.925,0.0054,0.348,-2.775,0.0906,118.006,4,0
6BVsQpqbI2Aj4TwwgmfqGT,1398,1311,499,2461,248000,58,0.525,0.000564,0.872,0.0617,0.212,-2.314,0.0272,149.02,4,0
73WyCOipkJRtIH8klizJd5,6659,5722,2616,2273,193186,52,0.564,0.739,0.636,0.0224,0.0807,-8.136,0.0418,101.913,4,0
7s4vC71u1zovWSMNu6hwbJ,612,4064,1473,2184,189520,0,0.621,0.0113,0.943,0.0,0.135,-4.591,0.144,114.955,4,0
3YJMGrb0llOyTqnyXupSkd,4586,7061,2514,2192,180772,40,0.343,0.00533,0.732,0.00302,0.0685,-5.189,0.044,180.162,4,0
2yH16s2lLbYtLziVwqw7Pf,1731,2643,1487,2289,234386,60,0.421,3.81e-06,0.991,0.0466,0.13,-3.678,0.124,159.998,4,0
7t91zpWtUO9xORfkwnKSQG,5308,4485,2561,2275,208401,42,0.569,0.0492,0.743,0.00176,0.13,-6.947,0.0504,81.501,4,0
3r9fvtguSpPuZc8ARRwQTJ,4648,2937,4064,2234,145534,39,0.705,0.0329,0.574,1.68e-06,0.132,-5.275,0.0313,102.971,4,0
5czZkLGepjburbkbEaCfm4,1239,1734,616,2275,177106,62,0.652,0.124,0.8,1.87e-05,0.121,-7.37,0.0313,126.985,4,0
3ePeWP6f8ccQtF7wayoNrD,3205,7331,3605,2184,177919,54,0.559,0.00151,0.949,5.54e-06,0.134,-3.637,0.118,104.014,4,0
7LZlKjgyS1IG6BniUx9MOX,8111,6998,1644,2255,252546,52,0.463,0.00702,0.953,7.36e-05,0.125,-5.008,0.0672,160.042,4,0
4yoMMiRT5sXtIbSHKQfRqi,2734,600,2453,2113,227373,60,0.346,0.2,0.707,0.0,0.0811,-5.706,0.106,85.912,4,0
0yTlrnue3pJTJd7h7d43mk,2905,2512,1900,2247,209226,0,0.463,0.0112,0.786,0.0,0.654,-4.323,0.0323,84.966,4,0
3pxDFUN3LrSGq6RrUKHtaG,1164,1152,358,1523,182518,0,0.616,0.0521,0.88,0.000717,0.0539,-3.59,0.042,94.011,4,0
5iSvlEhNJhrHUFPSHluDF0,4862,4122,2688,2364,215888,45,0.501,0.0126,0.858,0.0,0.294,-4.34,0.0342,169.946,4,0
1eBW4wuI5K2iDvp5Kxi5wT,3113,2750,715,1949,180600,0,0.605,0.00135,0.967,2.79e-06,0.234,-2.78,0.0653,110.003,4,0
169pWCmfvVazzcL4EXFPgL,8384,4328,812,1826,182266,69,0.404,0.0352,0.962,0.0,0.146,-2.901,0.0978,158.121,4,0
6Ij84EZdWjPvK56BBobn72,5309,4486,2909,2265,191054,0,0.507,0.0417,0.885,3.09e-06,0.117,-5.189,0.0577,139.785,4,0
